model,seed,s,K,excessB_real,excessB_star,excessB_star_sd,depth_excess,z_depth,delta,delta_sd,time_s
dinov2_b,3,0.25,30,0.0060365818630569576,0.000586648741206966,0.0055036080178841144,0.005449933121849993,0.450520497038402,0.09023661440482164,0.010258326581349413,182.69320130348208
dinov2_b,3,0.5,30,1.012537688645232e-05,0.0006012071186645665,0.005585045659638534,-0.0005910817417781142,-0.05074354955501678,0.08628891367792837,0.009604137648631736,220.8352611064911
dinov2_b,3,0.75,30,-0.007638311253297961,0.0004387731496627204,0.005627588143960297,-0.00807708440296068,-0.7006810066238858,0.08264086028394749,0.009032087212650973,211.18986010551453
dinov2_b,3,1.0,30,-0.010587193273001824,0.00029044471908573345,0.005620322162209146,-0.010877637992087557,-0.9800040634710309,0.0819073660531104,0.008316242403420791,209.2152724266052
dinov2_b,4,0.0,30,0.006413805431284017,0.0001396574784383278,0.006525467479069996,0.006274147952845689,0.4877408401212737,0.0920492371815287,0.010568747538857368,226.46426844596863
dinov2_b,4,0.25,30,0.0050675401745172025,0.0003455407718637463,0.006734923950639198,0.004721999402653455,0.3767203471437213,0.08978092557722063,0.01024076909090784,202.21038508415225
dinov2_b,4,0.5,30,-0.0025507598357894373,0.0005816793037314012,0.006477640959404165,-0.003132439139520839,-0.267129452661389,0.0833747900694282,0.00947873797028245,202.89541006088257
dinov2_b,4,0.75,30,-0.011637713656803023,0.0006312848717276387,0.006023582520524812,-0.012268998528530662,-1.1119826669506396,0.07982847481096722,0.00821671252514748,211.25042963027957
dinov2_b,4,1.0,30,-0.013154309666316866,0.0004972874858158629,0.00557405003190681,-0.013651597152132728,-1.3800432111328504,0.08106579318915233,0.0064028449594789065,165.83005404472348
dinov2_g,0,0.0,30,-0.0012728915886748848,-0.0007320915603875142,0.007056639137400482,-0.0005408000282873706,-0.040069539430864734,0.07744877592303914,0.01097602257886725,280.1119334697724
dinov2_g,0,0.25,30,-0.0010502880657786012,-0.0008207471299982687,0.007207760500090392,-0.00022954093578033262,-0.01732536108030321,0.0770222767735907,0.010731965778811192,261.67504167556757
dinov2_g,0,0.5,30,-0.007606206297711263,-0.0005993368266358518,0.007357122801692872,-0.007006869471075411,-0.5716900464993229,0.07321257203601203,0.009403209848572416,247.0509102344513
dinov2_g,0,0.75,30,-0.014994316478655569,-0.0003251177573671285,0.007505512690039902,-0.014669198721288438,-1.5946367084815116,0.07375376974923273,0.004111760608258581,264.18502831459045
dinov2_g,0,1.0,30,-0.018174906771294103,-0.00038111604437081066,0.007496028855892243,-0.01779379072692329,-2.0178752170831102,0.07558899410274883,0.002987650918261081,242.762051820755
dinov2_g,1,0.0,30,0.00032189613163109704,0.0008343721807837463,0.006430016630473598,-0.0005124760491526492,-0.037151127478366006,0.07888542295730287,0.011660292475763964,241.6273190975189
dinov2_g,1,0.25,30,-2.5127975104705106e-05,0.0006728601823271312,0.00670389526639157,-0.0006979881574318363,-0.049462186681869975,0.07843360501872905,0.01203032984294831,219.16862726211548
dinov2_g,1,0.5,30,-0.00902535693546254,0.0004886611038205882,0.00677600862352696,-0.009514018039283128,-0.7293729122109038,0.07302607543629676,0.010921996689773473,232.05873775482175
dinov2_g,1,0.75,30,-0.014149477992486044,0.0002869791588747492,0.006633620466651398,-0.014436457151360797,-1.7012820898513406,0.07548076092557666,0.0038387572433118467,227.2928285598755
dinov2_g,1,1.0,30,-0.015647277126398657,0.00016410972179173173,0.006719264484471837,-0.01581138684819039,-1.6617220289247083,0.07809310768305461,0.004559923659321521,243.1555609703064
dinov2_g,2,0.0,30,0.0001021147548946888,-0.000837058064192013,0.007018396940906114,0.0009391728190867017,0.0748105981772365,0.079594908070611,0.009804825798542648,241.69704294204712
