model,partition,s,seed,kind,n,d,hub_rms,excessB_real,excessB_star,excessB_star_sd,depth,z,time_s,delta_999,delta_sd,null_mean,null_sd,excess,r_above,p_left,ratio
i21k_b,rand6,1.0,0,depth,1000,768,33.24438095092773,-0.007410559624335815,-7.951887287019344e-06,0.0024683902731933785,-0.007402607737048797,-0.4717356358840821,96.21004867553712,,,,,,,,
i21k_b,rand6,1.0,1,depth,1000,768,33.24438095092773,-0.006432222342488775,-7.952266819864772e-06,0.002468389806468463,-0.0064242700756689105,-0.3900417041086908,100.40749883651732,,,,,,,,
i21k_b,rand6,1.0,2,depth,1000,768,33.24438095092773,-0.009701269674279143,-7.953255152871874e-06,0.0024683885305292644,-0.009693316419126272,-0.6285636825833287,99.84782814979552,,,,,,,,
i21k_b,rand6,1.0,3,depth,1000,768,33.24438095092773,-0.0070269578794509855,-3.975455437212061e-06,0.002653397468418162,-0.0070229824240137725,-0.453442907051123,95.44188022613524,,,,,,,,
i21k_b,rand6,1.0,4,depth,1000,768,33.24438095092773,-0.0070186696785772,-3.975545974002625e-06,0.0026533950294998923,-0.007014694132603197,-0.4640369875950803,94.90598106384277,,,,,,,,
i21k_b,wn6,0.0,0,depth,1000,768,33.24438095092773,-0.0006831469397342582,-7.95224843412462e-06,0.0024683857624168905,-0.0006751946913001336,-0.05257812717906035,93.6378858089447,,,,,,,,
i21k_b,wn6,0.25,0,depth,1000,768,33.24438095092773,-0.0003728277121472223,-7.950630519584779e-06,0.0024683861255461797,-0.0003648770816276375,-0.03110991425272188,92.23384165763856,,,,,,,,
i21k_b,wn6,0.5,0,depth,1000,768,33.24437713623047,-0.008227500332365481,-7.94960581223525e-06,0.0024683878567929715,-0.008219550726553245,-0.9266811838963928,92.3340175151825,,,,,,,,
i21k_b,wn6,0.75,0,depth,1000,768,33.24438095092773,-0.02604330705586505,-7.951858751964469e-06,0.002468389419712181,-0.026035355197113086,-1.7805300296078674,95.77339601516724,,,,,,,,
i21k_b,wn6,1.0,0,depth,1000,768,33.24437713623047,-0.03000950856869017,-7.950184335399347e-06,0.002468387298870593,-0.030001558384354768,-1.9492324649788693,93.67519116401672,,,,,,,,
i21k_b,rand6,0.0,0,census,1000,768,33.24438095092773,,,,,,576.9707605838777,0.06128650812732581,0.0005067563822514208,0.07858370884841326,0.00379738300751826,-0.017297200721087445,200.0,0.0049751243781094535,
