model,transform,star,dec_seed,excessB_real,excessB_star,star_sd,depth,z,r_star,p_star,time_s
dinov2_s,deradial,aniso_haarhubs,-1,0.007635818478087336,0.0012963730075828239,0.0036838100979253393,0.006339445470504512,0.5753640531182387,10,1.0,246.02091312408447
dinov2_s,deradial,aniso_decoupled,0,0.013588960053374191,-0.00027652703703115315,0.004824906017429963,0.013865487090405344,1.4217322341559469,10,1.0,229.9602882862091
dinov2_s,deradial,aniso_decoupled,1,0.01454174119380168,-0.00010984869761655053,0.0053262181823823295,0.01465158989141823,1.3927710053073223,10,1.0,244.86220479011536
dinov2_s,deradial,aniso_decoupled,2,0.013522720873655303,0.00028115298075943873,0.005003763020631317,0.013241567892895864,1.3577552554257162,10,1.0,213.6620271205902
dinov2_s,deradial,aniso_decoupled,3,0.01200984825232998,9.421167411456099e-05,0.0037999878653474967,0.011915636578215419,1.1214480545011194,10,1.0,221.58460187911987
dinov2_s,deradial,aniso_decoupled,4,0.014048703148955025,-0.00014520808764533765,0.0035024018452323763,0.014193911236600363,1.4965966753158373,10,1.0,187.85069251060486
dinov2_s,deradial,aniso_decoupled,5,0.01321295504553549,0.0002597222370098906,0.0037765833547492465,0.0129532328085256,1.380543954677061,10,1.0,243.91794323921204
dinov2_s,deradial,aniso_decoupled,6,0.01731835422062218,-0.00027799691352850683,0.003440977343238521,0.017596351134150687,1.7528257032576584,10,1.0,202.80553722381592
dinov2_s,deradial,aniso_decoupled,7,0.015651901201533702,-0.0004085476748586156,0.004290592960507934,0.016060448876392318,1.573875334781313,10,1.0,232.34907627105713
dinov2_s,deradial,aniso_decoupled,8,0.015714932042782973,0.00047229337231977504,0.004569544270299339,0.015242638670463198,1.4348303433965772,10,1.0,251.96833157539368
dinov2_s,deradial,aniso_decoupled,9,0.012917104258946918,-0.00026343062512081963,0.003547578782592849,0.013180534884067738,1.3660633138189475,10,1.0,227.1126594543457
