dataset,metric,linkage,model_a,model_b,ari_cut,coph_corr,triplet_agree
cifar100,cosine,ward,dinov2_b,siglip_b,0.5432043830130434,0.6875896682479706,0.6652
cifar100,cosine,ward,dinov2_l,dinov2_g,0.623574144486692,0.9425415787431651,0.9604
cifar100,cosine,ward,dinov2_l,clip_b,0.5299000115816701,0.7747087469389098,0.779
cifar100,cosine,ward,dinov2_l,clip_l,0.6220797068254695,0.7704941048557065,0.7823
cifar100,cosine,ward,dinov2_l,siglip_b,0.6010664278736568,0.8256641551202709,0.8026
cifar100,cosine,ward,dinov2_g,clip_b,0.5971143747525008,0.7798705739786047,0.7881
cifar100,cosine,ward,dinov2_g,clip_l,0.6029192383069588,0.7543209722849837,0.7802
cifar100,cosine,ward,dinov2_g,siglip_b,0.5830002180391016,0.8018093097606781,0.7949
cifar100,cosine,ward,clip_b,clip_l,0.669850749096041,0.9644778245721802,0.955
cifar100,cosine,ward,clip_b,siglip_b,0.7538326106287307,0.9580504827427214,0.9307
cifar100,cosine,ward,clip_l,siglip_b,0.684381477712294,0.9474053876327723,0.9279
